step,reward,cumulative_reward,main_agent_type,main_agent_energy,main_agent_sensor_flag,main_agent_target_detected,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,-0.01,-0.01,PREDATOR,84.58,0,0,30,11,41,98.991,84.58000000000001,69.72999999999999,100.0,84.58,84.58,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
2,-0.01,-0.02,PREDATOR,84.16,0,0,30,11,41,98.982,84.15999999999998,69.45999999999998,100.0,84.16,84.16,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
3,-0.01,-0.03,PREDATOR,83.74,0,0,30,11,41,98.973,83.74,69.18999999999997,100.0,83.74,83.74,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
4,-0.01,-0.04,PREDATOR,83.61999999999999,0,0,30,12,42,100.0,74.31833333333331,100.0,100.0,45.0,83.61999999999999,0,1,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
5,-0.01,-0.05,PREDATOR,83.49999999999999,0,0,30,12,42,100.0,73.92333333333333,100.0,100.0,44.580000000000005,83.49999999999999,0,1,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
6,-0.01,-0.060000000000000005,PREDATOR,83.37999999999998,0,0,29,12,41,100.0,75.63666666666667,100.0,100.0,47.480000000000004,83.37999999999998,0,1,1,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
7,-0.01,-0.07,PREDATOR,83.25999999999998,0,0,29,12,41,100.0,75.24166666666665,100.0,100.0,47.06000000000001,83.25999999999998,0,1,1,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
8,-0.01,-0.08,PREDATOR,83.13999999999997,0,0,29,12,41,100.0,74.87166666666666,100.0,100.0,46.640000000000015,83.13999999999997,0,1,1,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
9,-0.01,-0.09,PREDATOR,83.01999999999997,0,0,29,12,41,100.0,74.50166666666667,100.0,100.0,46.22000000000002,83.01999999999997,0,1,1,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
10,-0.01,-0.09999999999999999,PREDATOR,82.89999999999996,0,0,29,12,41,100.0,74.13166666666665,100.0,100.0,45.800000000000026,82.89999999999996,0,1,1,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_prey_run39_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\best_checkpoints\best_predator_run39_cycle5.pkl,cycle5_predator_seed0,42,2000
