step,reward,cumulative_reward,main_agent_type,main_agent_energy,main_agent_sensor_flag,main_agent_target_detected,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,-0.01,-0.01,PREDATOR,84.58,0,0,30,11,41,98.991,84.60727272727274,69.72999999999999,100.0,84.58,84.88,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
2,-0.01,-0.02,PREDATOR,84.16,0,0,30,11,41,98.982,84.24181818181818,69.45999999999998,100.0,84.16,84.75999999999999,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
3,-0.01,-0.03,PREDATOR,83.74,0,0,30,11,41,98.973,83.87636363636364,69.18999999999997,100.0,83.74,84.63999999999999,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
4,-0.01,-0.04,PREDATOR,83.32,0,0,30,11,41,98.964,83.51090909090907,68.91999999999996,100.0,83.32,84.51999999999998,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
5,-0.01,-0.05,PREDATOR,82.89999999999999,0,0,30,11,41,98.955,83.14545454545453,68.64999999999995,100.0,82.89999999999999,84.39999999999998,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
6,-0.01,-0.060000000000000005,PREDATOR,82.47999999999999,0,0,30,11,41,98.946,82.80727272727272,68.37999999999994,100.0,82.47999999999999,84.27999999999997,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
7,-0.01,-0.07,PREDATOR,82.05999999999999,0,1,30,11,41,98.93699999999998,82.49636363636361,68.10999999999993,100.0,82.05999999999999,84.15999999999997,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
8,-0.01,-0.08,PREDATOR,81.63999999999999,0,1,30,11,41,98.92800000000001,82.18545454545452,67.83999999999992,100.0,81.63999999999999,84.03999999999996,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
9,-0.01,-0.09,PREDATOR,81.21999999999998,0,1,30,11,41,98.919,81.87454545454544,67.56999999999991,100.0,81.21999999999998,83.91999999999996,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
10,-0.01,-0.09999999999999999,PREDATOR,80.79999999999998,0,1,30,11,41,98.91000000000001,81.56363636363633,67.2999999999999,100.0,80.79999999999998,83.79999999999995,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle5.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle5.pkl,cycle5_predator_seed2,44,2000
